LON,LAT,EDO,CLAVE,ESTACION,01/10/20,,
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotl·n, Jal.",8.4,,
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",7.5,,
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",82.2,,
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0,,
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",54.4,,
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",3.2,,
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0.6,,
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",18.8,,
-103.39,20.71,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",16.4,,
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",8.5,,
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",15.5,,
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",0,,
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",15,,
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",5,,
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",19.5,,
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",19.4,,
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",9.9,,
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",0.3,,
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",0,,
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",14,,
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",0,,
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",37.6,,
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo ElÌas Ayub, Jal.",0,,
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",71.6,,
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",7.1,,
-102.716667,20.4,JAL,RIOZULA,"RÌo Zula, Jal. SGT*",30.6,,
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0,,
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",2,,
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",0.5,,
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0,,
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",41,,
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",11,,
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",6.9,,
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",21.4,,
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",34.2,,
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",49.5,,
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",13.3,,
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",1.6,,
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",15,,
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",26,,
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",43.1,,
-99.440556,18.861389,MEX,ALAMEDA1,"Alameda 1, MÈx. FENIX*",53,,
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, MÈx SMN*",7,,
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",11.3,,
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",9.1,,
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",0,,
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",3.8,,
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de Bombeo Barrientos, MÈx. SACMEX*",4.3,,
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",3,,
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",39.5,,
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",23.1,,
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",42.4,,
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",41.9,,
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",32.6,,
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",16.3,,
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",2.5,,
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",37.3,,
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",9,,
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",8.7,,
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",3,,
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",32.1,,
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",19,,
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",23,,
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",59.7,,
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",41.2,,
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",8.2,,
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",16,,
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",14.8,,
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",8,,
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",10.1,,
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",26.9,,
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",13,,
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",37.6,,
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",11.2,,
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx.",34,,
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",49.5,,
-99.175,19.575,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",4.6,,
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",7.9,,
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",12,,
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",7.6,,
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",0,,
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",7,,
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",49.5,,
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",8.7,,
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",6.5,,
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",16,,
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",6.8,,
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",42.7,,
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",16.4,,
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",30.8,,
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",15,,
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",19.9,,
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",17.8,,
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",5,,
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",68.2,,
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",9,,
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx",4.4,,
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",30.8,,
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",82.5,,
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",0.8,,
-100.022778,19.904444,MEX,TM2MX,"Temascalcingo, MÈx.*",0,,
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",25.8,,
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",42.7,,
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",17.6,,
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",19.4,,
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",41.5,,
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",6.5,,
-100.084722,19.375556,MEX,VALLEDEBRAVO,"Valle de Bravo, MÈx. SMN*",3.8,,
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",11.4,,
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",26.7,,
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",62.2,,
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",42,,
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",17.5,,
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",0.6,,
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",30.5,,
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",22,,
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",0,,
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",5.3,,
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",11.5,,
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",18.4,,
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",26.9,,
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",2.5,,
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",9.5,,
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",7.6,,
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",1.5,,
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",14,,
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",8.9,,
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",18,,
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0,,
-100.406389,19.838056,MICH,LDFMC,"Laguna del Fresno, Mich.",5,,
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",5.5,,
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",6.3,,
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",12.8,,
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",48.2,,
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",39.7,,
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",4.5,,
-101.461389,20.323333,MICH,MKZMC,"Markazuza, Mich. SGT*",0,,
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo L.C., Mich.",17,,
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",8.7,,
-100.277778,19.670833,MICH,MMONARCAI,"Mariposa Monarca 1, Mich. SMN*",8,,
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",0.6,,
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",0,,
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",1.9,,
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",8.4,,
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",3,,
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",7.2,,
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",1,,
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",0,,
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",10.4,,
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",3.8,,
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",44,,
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",14,,
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",3,,
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",9.5,,
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",0.4,,
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",0.7,,
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",6.4,,
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",3.8,,
-102.079167,19.42,MICH,URUAPAN,"Uruapan, Mich. SMN*",40.2,,
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",3,,
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",5.4,,
-102.242222,20.339444,MICH,YURMC,"YurÈcuaro, Mich.",13.6,,
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",15,,
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",8.8,,
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",8,,
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",4.2,,
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",14.8,,
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",23.5,,
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",36,,
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",11.1,,
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",35.2,,
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",18.1,,
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",17.3,,
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",33,,
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",46.3,,
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",13.5,,
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",25.9,,
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",23.1,,
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",15.2,,
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",7.4,,
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",16.7,,
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",13.1,,
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",22.5,,
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",24.7,,
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",37.3,,
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",16.5,,
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",11.2,,
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",85.1,,
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",11.5,,
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",27,,
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",34.7,,
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",64.9,,
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",37.8,,
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",69.5,,
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",24.9,,
-99.248611,19.050556,MOR,TRESMARIAS,"Tres MarÌas, Mor. SMN*",43.2,,
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",13.5,,
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",39.5,,
-99.207222,18.644167,MOR,ZACATEPECob,"Observatorio de Zacatepec, Mor. SMN*",11.4,,
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",9.8,,
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",38.3,,
-105.383333,22.466389,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",15.5,,
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",7,,
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",27.5,,
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",114.6,,
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",18.6,,
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",15.7,,
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",53.7,,
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",37.2,,
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",4.2,,
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",13.8,,
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",3.8,,
-104.893056,21.489167,NAY,TEPICob,"Observatorio de Tepic, Nay. SMN*",13.8,,
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",16.4,,
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",0.5,,
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",0.5,,
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",0,,
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",0,,
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",0,,
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",1.3,,
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",1.5,,
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",5,,
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",0,,
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",47.3,,
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",0,,
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",1.8,,
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",2.5,,
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",1.7,,
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",0,,
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",1,,
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",3.2,,
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",0,,
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",2,,
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",0,,
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",1,,
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",0.9,,
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",0,,
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",1,,
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",0,,
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",0,,
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",0.5,,
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",0,,
-100.446667,25.674444,NL,STACATARINA,"Santa Catarina, N.L. SGT*",0,,
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",2,,
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",11.3,,
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",6,,
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",37.5,,
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",76.6,,
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",12.9,,
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",51,,
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",153,,
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",50.5,,
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",81.5,,
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",39.1,,
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",106.5,,
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",4.7,,
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",12,,
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",46.2,,
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",40.2,,
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",5.4,,
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",20.9,,
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",331.5,,
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",1,,
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",2.5,,
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",5,,
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",7.6,,
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",26.5,,
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",1,,
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",220.5,,
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",138.9,,
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochistl·n, Oax. SMN*",11,,
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",1.5,,
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",25.8,,
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",100.6,,
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",43.4,,
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",8.5,,
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",20.6,,
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",37.5,,
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",167.3,,
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",46.4,,
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",95.5,,
-95.226667,16.161944,OAX,SALINACRUZob,"Observatorio de Salina Cruz, Oax. SMN*",0.2,,
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",0,,
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",26.5,,
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",52,,
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",0,,
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",221.5,,
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",6.7,,
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",217.3,,
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",5.9,,
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0,,
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",78.7,,
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",27.3,,
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",10.7,,
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",53.2,,
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",22.7,,
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",214.5,,
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",165.6,,
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",7,,
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",231.8,,
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",109.2,,
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",142.8,,
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",44.6,,
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",76.9,,
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",67,,
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",3.2,,
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",74,,
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",19.8,,
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",5,,
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",15.1,,
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",196.7,,
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",42.9,,
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",96,,
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",71.5,,
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",7,,
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",0,,
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",28,,
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",7.9,,
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",119.5,,
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",21.2,,
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",37,,
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",54.2,,
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",7,,
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",90.8,,
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",130.5,,
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",18,,
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",16.1,,
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",16,,
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",80.3,,
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",11.4,,
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",25,,
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",55.7,,
